Déplacement (mm);Force (N)
27.57;15755.44
27.57;15771.44
27.57;15771.44
27.57;15771.44
27.57;15771.44
27.63;15771.44
27.63;15771.44
27.63;15771.44
27.63;15771.44
27.63;15771.44
27.63;15755.44
27.63;15755.44
27.63;15755.44
27.63;15755.44
27.63;15755.44
27.63;15755.44
27.63;15771.44
27.63;15771.44
27.63;15771.44
27.63;15787.44
27.68;15771.44
27.68;15771.44
27.68;15771.44
27.68;15771.44
27.68;15771.44
27.68;15771.44
27.68;15771.44
27.68;15771.44
27.68;15771.44
27.68;15787.44
27.68;15787.44
27.68;15787.44
27.74;15787.44
27.74;15787.44
27.74;15771.44
27.74;15771.44
27.74;15771.44
27.74;15771.44
27.74;15787.44
27.74;15771.44
27.74;15771.44
27.74;15771.44
27.74;15771.44
27.74;15755.44
27.8;15771.44
27.8;15771.44
27.8;15771.44
27.8;15755.44
27.8;15755.44
27.8;15771.44
27.8;15771.44
27.8;15787.44
27.8;15787.44
27.8;15803.43
27.8;15803.43
27.8;15819.43
27.8;15803.43
27.8;15787.44
27.85;15803.43
27.85;15787.44
27.85;15771.44
27.85;15771.44
27.85;15771.44
27.85;15755.44
27.85;15755.44
27.85;15771.44
27.85;15771.44
27.85;15787.44
27.85;15787.44
27.85;15787.44
27.91;15787.44
27.91;15787.44
27.91;15787.44
27.91;15787.44
27.91;15787.44
27.91;15787.44
27.91;15787.44
27.91;15787.44
27.91;15787.44
27.91;15787.44
27.91;15803.43
27.91;15803.43
27.96;15803.43
27.96;15803.43
27.96;15803.43
27.96;15803.43
27.96;15803.43
27.96;15803.43
27.96;15803.43
27.96;15803.43
27.96;15803.43
27.96;15787.44
27.96;15787.44
27.96;15787.44
27.96;15787.44
28.02;15771.44
28.02;15771.44
28.02;15771.44
28.02;15771.44
28.02;15771.44
28.02;15771.44
28.02;15771.44
28.02;15787.44
28.02;15787.44
28.02;15803.43
28.02;15803.43
28.02;15819.43
28.08;15819.43
28.08;15819.43
28.08;15819.43
28.08;15819.43
28.08;15803.43
28.08;15803.43
28.08;15803.43
28.08;15787.44
28.08;15787.44
28.08;15787.44
28.08;15803.43
28.08;15803.43
28.08;15803.43
28.08;15803.43
28.08;15803.43
28.08;15819.43
28.08;15819.43
28.13;15819.43
28.13;15819.43
28.13;15819.43
28.13;15819.43
28.13;15819.43
28.13;15819.43
28.19;15819.43
28.19;15819.43
28.19;15819.43
28.19;15803.43
28.19;15803.43
28.19;15803.43
28.19;15787.44
28.19;15787.44
28.19;15787.44
28.19;15787.44
28.19;15787.44
28.19;15803.43
28.19;15803.43
28.19;15819.43
28.19;15819.43
28.24;15819.43
28.24;15819.43
28.24;15819.43
28.24;15819.43
28.24;15819.43
28.24;15819.43
28.24;15819.43
28.24;15819.43
28.24;15819.43
28.24;15835.42
28.3;15819.43
28.3;15819.43
28.3;15819.43
28.3;15819.43
28.3;15819.43
28.3;15835.42
28.3;15835.42
28.3;15819.43
28.3;15819.43
28.3;15819.43
28.3;15819.43
28.3;15819.43
28.3;15803.43
28.3;15803.43
28.3;15819.43
28.3;15819.43
28.36;15819.43
28.36;15819.43
28.36;15835.42
28.36;15819.43
28.36;15819.43
28.36;15819.43
28.36;15819.43
28.36;15835.42
28.36;15835.42
28.41;15819.43
28.41;15835.42
28.41;15819.43
28.41;15819.43
28.41;15819.43
28.41;15819.43
28.41;15819.43
28.41;15819.43
28.41;15819.43
28.41;15835.42
28.41;15835.42
28.41;15835.42
28.47;15835.42
28.47;15835.42
28.47;15835.42
28.47;15835.42
28.47;15819.43
28.47;15835.42
28.47;15835.42
28.47;15835.42
28.47;15835.42
28.47;15835.42
28.47;15835.42
28.47;15835.42
28.47;15835.42
28.47;15835.42
28.47;15835.42
28.53;15835.42
28.53;15835.42
28.53;15819.43
28.53;15803.43
28.53;15803.43
28.53;15803.43
28.53;15803.43
28.53;15803.43
28.53;15819.43
28.53;15819.43
28.53;15819.43
28.58;15819.43
28.58;15835.42
28.58;15835.42
28.58;15835.42
28.58;15835.42
28.58;15835.42
28.58;15835.42
28.58;15835.42
28.58;15835.42
28.58;15851.42
28.58;15851.42
28.58;15851.42
28.58;15851.42
28.58;15851.42
28.58;15867.41
28.64;15851.42
28.64;15851.42
28.64;15851.42
28.64;15851.42
28.64;15851.42
28.64;15851.42
28.64;15835.42
28.64;15835.42
28.64;15835.42
28.64;15819.43
28.64;15819.43
28.64;15819.43
28.69;15819.43
28.69;15835.42
28.69;15835.42
28.69;15835.42
28.69;15851.42
28.69;15851.42
28.69;15851.42
28.69;15851.42
28.69;15851.42
28.69;15851.42
28.75;15851.42
28.75;15851.42
28.75;15851.42
28.75;15851.42
28.75;15851.42
28.75;15851.42
28.75;15851.42
28.75;15851.42
28.75;15851.42
28.75;15851.42
28.75;15851.42
28.75;15851.42
28.75;15851.42
28.75;15851.42
28.75;15851.42
28.81;15867.41
28.81;15867.41
28.81;15867.41
28.81;15851.42
28.81;15851.42
28.81;15851.42
28.81;15851.42
28.81;15851.42
28.81;15851.42
28.81;15851.42
28.81;15851.42
28.81;15851.42
28.81;15851.42
28.81;15851.42
28.81;15851.42
28.81;15851.42
28.81;15851.42
28.86;15851.42
28.86;15851.42
28.86;15851.42
28.86;15851.42
28.86;15851.42
28.86;15835.42
28.86;15835.42
28.86;15835.42
28.86;15835.42
28.92;15851.42
28.92;15851.42
28.92;15851.42
28.92;15867.41
28.92;15867.41
28.92;15867.41
28.92;15867.41
28.92;15867.41
28.92;15867.41
28.92;15883.41
28.92;15883.41
28.92;15883.41
28.92;15867.41
28.97;15867.41
28.97;15851.42
28.97;15851.42
28.97;15851.42
28.97;15867.41
28.97;15851.42
28.97;15851.42
28.97;15851.42
28.97;15851.42
28.97;15851.42
28.97;15867.41
29.03;15867.41
29.03;15867.41
29.03;15867.41
29.03;15867.41
29.03;15867.41
29.03;15851.42
29.03;15851.42
29.03;15867.41
29.03;15867.41
29.03;15867.41
29.03;15867.41
29.03;15867.41
29.09;15867.41
29.09;15867.41
29.09;15867.41
29.09;15867.41
29.09;15867.41
29.09;15867.41
29.09;15867.41
29.09;15867.41
29.09;15867.41
29.09;15851.42
29.09;15851.42
29.09;15851.42
29.09;15867.41
29.09;15867.41
29.14;15851.42
29.14;15867.41
29.14;15867.41
29.14;15883.41
29.14;15883.41
29.14;15883.41
29.14;15883.41
29.14;15883.41
29.14;15883.41
29.14;15883.41
29.14;15867.41
29.14;15883.41
29.2;15883.41
29.2;15867.41
29.2;15867.41
29.2;15867.41
29.2;15867.41
29.2;15867.41
29.2;15867.41
29.2;15867.41
29.2;15867.41
29.2;15867.41
29.2;15883.41
29.2;15883.41
29.2;15883.41
29.2;15883.41
29.26;15883.41
29.26;15883.41
29.26;15883.41
29.26;15883.41
29.26;15883.41
29.26;15883.41
29.26;15883.41
29.26;15899.4
29.26;15899.4
29.26;15899.4
29.31;15899.4
29.31;15899.4
29.31;15883.41
29.31;15883.41
29.31;15883.41
29.31;15883.41
29.31;15883.41
29.31;15883.41
29.31;15883.41
29.31;15867.41
29.31;15867.41
29.31;15867.41
29.31;15867.41
29.31;15867.41
29.31;15883.41
29.37;15883.41
29.37;15883.41
29.37;15883.41
29.37;15883.41
29.37;15883.41
29.37;15883.41
29.37;15883.41
29.37;15899.4
29.37;15899.4
29.37;15899.4
29.37;15899.4
29.37;15899.4
29.42;15899.4
29.42;15883.41
29.42;15883.41
29.42;15883.41
29.42;15883.41
29.42;15899.4
29.42;15883.41
29.42;15899.4
29.42;15883.41
29.42;15883.41
29.42;15883.41
29.42;15883.41
29.42;15867.41
29.42;15867.41
29.42;15883.41
29.48;15867.41
29.48;15867.41
29.48;15883.41
29.48;15899.4
29.48;15899.4
29.48;15915.4
29.48;15915.4
29.48;15915.4
29.48;15899.4
29.48;15899.4
29.48;15899.4
29.54;15915.4
29.54;15899.4
29.54;15899.4
29.54;15899.4
29.54;15899.4
29.54;15899.4
29.54;15883.41
29.54;15883.41
29.59;15899.4
29.59;15883.41
29.59;15883.41
29.59;15883.41
29.59;15883.41
29.59;15883.41
29.59;15899.4
29.59;15899.4
29.59;15915.4
29.59;15915.4
29.59;15915.4
29.59;15915.4
29.59;15915.4
29.59;15915.4
29.59;15899.4
29.65;15899.4
29.65;15899.4
29.65;15883.41
29.65;15883.41
29.65;15883.41
29.65;15883.41
29.65;15899.4
29.65;15899.4
29.65;15899.4
29.65;15899.4
29.65;15899.4
29.65;15883.41
29.65;15883.41
29.65;15883.41
29.7;15867.41
29.7;15883.41
29.7;15883.41
29.7;15883.41
29.7;15899.4
29.7;15899.4
29.7;15915.4
29.7;15915.4
29.7;15915.4
29.7;15931.39
29.7;15931.39
29.76;15915.4
29.76;15915.4
29.76;15915.4
29.76;15915.4
29.76;15915.4
29.76;15915.4
29.76;15899.4
29.76;15899.4
29.76;15899.4
29.76;15883.41
29.76;15883.41
29.76;15899.4
29.76;15899.4
29.82;15899.4
29.82;15899.4
29.82;15915.4
29.82;15915.4
29.82;15915.4
29.82;15915.4
29.82;15915.4
29.82;15915.4
29.82;15915.4
29.82;15915.4
29.82;15915.4
29.82;15915.4
29.87;15915.4
29.87;15915.4
29.87;15899.4
29.87;15899.4
29.87;15899.4
29.87;15899.4
29.87;15915.4
29.87;15915.4
29.87;15915.4
29.87;15915.4
29.87;15915.4
29.87;15915.4
29.87;15915.4
29.87;15915.4
29.87;15915.4
29.87;15915.4
29.93;15915.4
29.93;15915.4
29.93;15915.4
29.93;15931.39
29.93;15931.39
29.93;15931.39
29.93;15931.39
29.93;15931.39
29.99;15931.39
29.99;15915.4
29.99;15915.4
29.99;15915.4
29.99;15915.4
29.99;15899.4
29.99;15899.4
29.99;15883.41
29.99;15883.41
29.99;15883.41
29.99;15883.41
29.99;15883.41
30.04;15883.41
30.04;15883.41
30.04;15899.4
30.04;15899.4
30.04;15899.4
30.04;15915.4
30.04;15915.4
30.04;15915.4
30.04;15931.39
30.04;15931.39
30.04;15931.39
30.04;15931.39
30.04;15931.39
30.04;15931.39
30.04;15931.39
30.1;15931.39
30.1;15931.39
30.1;15931.39
30.1;15931.39
30.1;15915.4
30.1;15915.4
30.1;15915.4
30.1;15915.4
30.1;15915.4
30.15;15915.4
30.15;15915.4
30.15;15915.4
30.15;15915.4
30.15;15915.4
30.15;15915.4
30.15;15915.4
30.15;15915.4
30.15;15915.4
30.15;15915.4
30.15;15931.39
30.15;15931.39
30.15;15931.39
30.21;15915.4
30.21;15931.39
30.21;15931.39
30.21;15931.39
30.21;15931.39
30.21;15931.39
30.21;15931.39
30.21;15915.4
30.21;15915.4
30.21;15915.4
30.27;15915.4
30.27;15915.4
30.27;15915.4
30.27;15915.4
30.27;15915.4
30.27;15915.4
30.27;15931.39
30.27;15931.39
30.27;15931.39
30.27;15931.39
30.27;15931.39
30.27;15931.39
30.27;15931.39
30.27;15931.39
30.32;15931.39
30.32;15931.39
30.32;15931.39
30.32;15931.39
30.32;15915.4
30.32;15915.4
30.32;15915.4
30.32;15915.4
30.32;15915.4
30.32;15915.4
30.32;15915.4
30.38;15915.4
30.38;15915.4
30.38;15931.39
30.38;15915.4
30.38;15915.4
30.38;15915.4
30.38;15915.4
30.38;15915.4
30.38;15915.4
30.38;15915.4
30.38;15931.39
30.38;15931.39
30.38;15947.39
30.38;15947.39
30.43;15947.39
30.43;15947.39
30.43;15947.39
30.43;15947.39
30.43;15947.39
30.43;15931.39
30.43;15931.39
30.43;15915.4
30.43;15915.4
30.49;15915.4
30.49;15899.4
30.49;15899.4
30.49;15899.4
30.49;15899.4
30.49;15899.4
30.49;15899.4
30.49;15915.4
30.49;15915.4
30.49;15915.4
30.49;15931.39
30.49;15931.39
30.49;15931.39
30.49;15931.39
30.55;15931.39
30.55;15947.39
30.55;15931.39
30.55;15947.39
30.55;15947.39
30.55;15947.39
30.55;15931.39
30.55;15947.39
30.55;15931.39
30.55;15931.39
30.55;15931.39
30.55;15931.39
30.55;15931.39
30.55;15931.39
30.6;15931.39
30.6;15947.39
30.6;15947.39
30.6;15947.39
30.6;15931.39
30.6;15931.39
30.66;15931.39
30.66;15931.39
30.66;15931.39
30.66;15931.39
30.66;15915.4
30.66;15931.39
30.66;15931.39
30.66;15931.39
30.66;15947.39
30.66;15947.39
30.66;15947.39
30.66;15947.39
30.66;15947.39
30.66;15931.39
30.66;15931.39
30.66;15931.39
30.66;15915.4
30.66;15915.4
30.66;15915.4
30.72;15899.4
30.72;15899.4
30.72;15899.4
30.72;15899.4
30.72;15915.4
30.72;15915.4
30.72;15931.39
30.72;15931.39
30.72;15947.39
30.72;15947.39
30.72;15947.39
30.72;15947.39
30.77;15947.39
30.77;15947.39
30.77;15947.39
30.77;15947.39
30.77;15947.39
30.77;15931.39
30.77;15931.39
30.77;15915.4
30.77;15931.39
30.77;15915.4
30.77;15931.39
30.77;15915.4
30.83;15931.39
30.83;15931.39
30.83;15931.39
30.83;15931.39
30.83;15931.39
30.83;15931.39
30.83;15931.39
30.83;15931.39
30.83;15931.39
30.83;15931.39
30.83;15931.39
30.83;15931.39
30.83;15931.39
30.83;15931.39
30.88;15947.39
30.88;15947.39
30.88;15947.39
30.88;15947.39
30.88;15947.39
30.88;15931.39
30.88;15947.39
30.88;15915.4
30.94;15931.39
30.94;15931.39
30.94;15931.39
30.94;15931.39
30.94;15915.4
30.94;15915.4
30.94;15931.39
30.94;15915.4
30.94;15915.4
30.94;15915.4
30.94;15915.4
30.94;15931.39
31;15931.39
31;15931.39
31;15931.39
31;15947.39
31;15947.39
31;15947.39
31;15947.39
31;15931.39
31;15931.39
31;15931.39
31;15931.39
31;15931.39
31;15931.39
31;15915.4
31.05;15931.39
31.05;15915.4
31.05;15931.39
31.05;15931.39
31.05;15931.39
31.05;15931.39
31.05;15931.39
31.05;15931.39
31.05;15931.39
31.05;15931.39
31.11;15931.39
31.11;15931.39
31.11;15947.39
31.11;15931.39
31.11;15947.39
31.11;15931.39
31.11;15947.39
31.11;15931.39
31.11;15947.39
31.11;15931.39
31.16;15931.39
31.16;15931.39
31.16;15931.39
31.16;15931.39
31.16;15931.39
31.16;15915.4
31.16;15915.4
31.16;15915.4
31.16;15931.39
31.16;15915.4
31.16;15931.39
31.16;15915.4
31.22;15931.39
31.22;15915.4
31.22;15931.39
31.22;15931.39
31.22;15931.39
31.22;15931.39
31.22;15931.39
31.22;15931.39
31.22;15947.39
31.22;15931.39
31.22;15947.39
31.22;15947.39
31.22;15947.39
31.28;15947.39
31.28;15947.39
31.28;15947.39
31.28;15947.39
31.28;15947.39
31.28;15947.39
31.28;15931.39
31.28;15947.39
31.28;15931.39
31.28;15931.39
31.28;15915.4
31.28;15915.4
31.28;15915.4
31.33;15915.4
31.33;15915.4
31.33;15915.4
31.33;15931.39
31.33;15931.39
31.33;15947.39
31.33;15947.39
31.39;15947.39
31.39;15963.38
31.39;15963.38
31.39;15963.38
31.39;15947.39
31.39;15963.38
31.39;15947.39
31.39;15947.39
31.39;15931.39
31.39;15931.39
31.45;15931.39
31.45;15931.39
31.45;15931.39
31.45;15931.39
31.45;15931.39
31.45;15931.39
31.45;15931.39
31.45;15947.39
31.45;15947.39
31.45;15947.39
31.45;15947.39
31.45;15947.39
31.45;15947.39
31.45;15947.39
31.45;15947.39
31.45;15947.39
31.45;15947.39
31.5;15947.39
31.5;15947.39
31.5;15947.39
31.5;15947.39
31.5;15947.39
31.5;15947.39
31.5;15947.39
31.56;15931.39
31.56;15947.39
31.56;15947.39
31.56;15947.39
31.56;15931.39
31.56;15947.39
31.56;15931.39
31.56;15931.39
31.56;15915.4
31.56;15915.4
31.56;15915.4
31.56;15931.39
31.56;15931.39
31.56;15947.39
31.56;15947.39
31.56;15963.38
31.61;15963.38
31.61;15963.38
31.61;15963.38
31.61;15979.38
31.61;15979.38
31.61;15979.38
31.61;15963.38
31.61;15963.38
31.61;15963.38
31.61;15947.39
31.61;15947.39
31.67;15947.39
31.67;15947.39
31.67;15947.39
31.67;15947.39
31.67;15947.39
31.67;15931.39
31.67;15947.39
31.67;15947.39
31.67;15947.39
31.67;15947.39
31.67;15947.39
31.67;15947.39
31.67;15947.39
31.73;15947.39
31.73;15963.38
31.73;15947.39
31.73;15963.38
31.73;15963.38
31.73;15963.38
31.73;15947.39
31.73;15963.38
31.73;15947.39
31.78;15947.39
31.78;15963.38
31.78;15963.38
31.78;15947.39
31.78;15963.38
31.78;15947.39
31.78;15947.39
31.78;15947.39
31.78;15947.39
31.78;15931.39
31.78;15931.39
31.78;15931.39
31.84;15947.39
31.84;15947.39
31.84;15947.39
31.84;15947.39
31.84;15963.38
31.84;15963.38
31.84;15979.38
31.84;15979.38
31.84;15979.38
31.84;15979.38
31.84;15979.38
31.84;15979.38
31.84;15979.38
31.84;15963.38
31.84;15963.38
31.84;15947.39
31.84;15947.39
31.89;15947.39
31.89;15947.39
31.89;15931.39
31.89;15947.39
31.89;15947.39
31.89;15947.39
31.89;15947.39
31.89;15963.38
31.95;15963.38
31.95;15979.38
31.95;15979.38
31.95;15995.38
31.95;15979.38
31.95;15995.38
31.95;15979.38
31.95;15995.38
31.95;15995.38
31.95;15995.38
32.01;15979.38
32.01;15979.38
32.01;15963.38
32.01;15963.38
32.01;15963.38
32.01;15963.38
32.01;15963.38
32.01;15963.38
32.01;15947.39
32.01;15963.38
32.01;15963.38
32.01;15963.38
32.01;15963.38
32.01;15979.38
32.06;15979.38
32.06;15995.38
32.06;15979.38
32.06;15979.38
32.06;15979.38
32.06;15995.38
32.06;15979.38
32.06;15979.38
32.06;15979.38
32.06;15979.38
32.06;15979.38
32.12;15979.38
32.12;15979.38
32.12;15979.38
32.12;15979.38
32.12;15979.38
32.12;15979.38
32.12;15979.38
32.12;15979.38
32.12;15979.38
32.12;15979.38
32.12;15979.38
32.12;15979.38
32.12;15979.38
32.18;15979.38
32.18;15995.38
32.18;15979.38
32.18;15995.38
32.18;15979.38
32.18;15995.38
32.18;15979.38
32.18;15995.38
32.18;15995.38
32.18;15995.38
32.23;15995.38
32.23;15995.38
32.23;15995.38
32.23;15995.38
32.23;15995.38
32.23;15995.38
32.23;15979.38
32.23;15979.38
32.23;15979.38
32.23;15979.38
32.23;15979.38
32.23;15995.38
32.23;15979.38
32.29;15979.38
32.29;15979.38
32.29;15979.38
32.29;15979.38
32.29;15995.38
32.29;15995.38
32.29;15995.38
32.29;16011.37
32.29;16011.37
32.34;16011.37
32.34;16027.37
32.34;16011.37
32.34;16011.37
32.34;16011.37
32.34;16011.37
32.34;15995.38
32.34;15995.38
32.34;15979.38
32.34;15979.38
32.34;15963.38
32.34;15963.38
32.34;15963.38
32.34;15963.38
32.34;15963.38
32.34;15979.38
32.4;15979.38
32.4;15995.38
32.4;15995.38
32.4;16011.37
32.4;15995.38
32.4;16011.37
32.4;15995.38
32.4;16011.37
32.4;15995.38
32.4;16011.37
32.46;16011.37
32.46;16011.37
32.46;16011.37
32.46;16011.37
32.46;16011.37
32.46;16027.37
32.46;16011.37
32.46;16027.37
32.46;16011.37
32.46;16011.37
32.46;16011.37
32.46;16011.37
32.46;16011.37
32.51;16011.37
32.51;16011.37
32.51;16011.37
32.51;15995.38
32.51;15995.38
32.51;15995.38
32.51;15995.38
32.51;15995.38
32.51;15995.38
32.51;15995.38
32.51;16011.37
32.51;16011.37
32.57;16011.37
32.57;16011.37
32.57;16011.37
32.57;16011.37
32.57;16011.37
32.57;16011.37
32.57;16011.37
32.57;15995.38
32.57;16011.37
32.57;15995.38
32.57;15979.38
32.57;15995.38
32.62;15995.38
32.62;15979.38
32.62;15995.38
32.62;15995.38
32.62;16011.37
32.62;16011.37
32.62;16011.37
32.62;16027.37
32.62;16027.37
32.62;16027.37
32.68;16027.37
32.68;16027.37
32.68;16027.37
32.68;16027.37
32.68;16027.37
32.68;16027.37
32.68;16027.37
32.68;16011.37
32.68;16011.37
32.68;16011.37
32.68;16011.37
32.68;15995.38
32.68;16011.37
32.74;15995.38
32.74;16011.37
32.74;16011.37
32.74;16011.37
32.74;16011.37
32.74;16027.37
32.74;16011.37
32.74;16011.37
32.74;16011.37
32.74;16011.37
32.74;16027.37
32.79;16011.37
32.79;16011.37
32.79;16011.37
32.79;16011.37
32.79;16027.37
32.79;16027.37
32.79;16027.37
32.79;16027.37
32.79;16027.37
32.79;16027.37
32.79;16043.36
32.79;16027.37
32.79;16027.37
32.79;16027.37
32.85;16027.37
32.85;16011.37
32.85;16027.37
32.85;16011.37
32.85;16011.37
32.85;16011.37
32.85;16011.37
32.85;16011.37
32.85;16011.37
32.85;16027.37
32.85;16027.37
32.85;16027.37
32.85;16027.37
32.91;16027.37
32.91;16043.36
32.91;16027.37
32.91;16043.36
32.91;16027.37
32.91;16027.37
32.91;16011.37
32.91;16027.37
32.96;16011.37
32.96;16011.37
32.96;16011.37
32.96;16027.37
32.96;16011.37
32.96;16027.37
32.96;16011.37
32.96;16027.37
32.96;16027.37
32.96;16027.37
32.96;16027.37
32.96;16043.36
32.96;16027.37
32.96;16027.37
33.02;16027.37
33.02;16027.37
33.02;16027.37
33.02;16043.36
33.02;16027.37
33.02;16043.36
33.02;16027.37
33.02;16027.37
33.02;16027.37
33.02;16027.37
33.02;16027.37
33.02;16027.37
33.02;16027.37
33.02;16027.37
33.07;16011.37
33.07;16027.37
33.07;16011.37
33.07;16027.37
33.07;16027.37
33.07;16027.37
33.07;16027.37
33.07;16027.37
33.07;16027.37
33.07;16027.37
33.07;16027.37
33.07;16027.37
33.13;16027.37
33.13;16027.37
33.13;16027.37
33.13;16043.36
33.13;16027.37
33.13;16043.36
33.13;16043.36
33.13;16059.36
33.19;16059.36
33.19;16059.36
33.19;16043.36
33.19;16059.36
33.19;16043.36
33.19;16043.36
33.19;16027.37
33.19;16043.36
33.19;16027.37
33.19;16027.37
33.19;16011.37
33.19;16011.37
33.19;15995.38
33.19;15995.38
33.19;15995.38
33.19;16011.37
33.19;16011.37
33.24;16027.37
33.24;16027.37
33.24;16043.36
33.24;16027.37
33.24;16043.36
33.24;16043.36
33.24;16059.36
33.24;16043.36
33.24;16059.36
33.24;16043.36
33.24;16043.36
33.24;16043.36
33.3;16043.36
33.3;16043.36
33.3;16043.36
33.3;16043.36
33.3;16059.36
33.3;16043.36
33.3;16059.36
33.3;16043.36
33.3;16043.36
33.3;16043.36
33.35;16043.36
33.35;16043.36
33.35;16043.36
33.35;16043.36
33.35;16059.36
33.35;16043.36
33.35;16059.36
33.35;16043.36
33.35;16043.36
33.41;16043.36
33.41;16059.36
33.41;16043.36
33.41;16043.36
33.41;16043.36
33.41;16043.36
33.41;16043.36
33.41;16043.36
33.41;16043.36
33.41;16043.36
33.41;16043.36
33.41;16043.36
33.41;16043.36
33.41;16043.36
33.47;16043.36
33.47;16043.36
33.47;16043.36
33.47;16043.36
33.47;16027.37
33.47;16043.36
33.47;16027.37
33.47;16043.36
33.47;16043.36
33.47;16059.36
33.47;16059.36
33.47;16075.35
33.47;16075.35
33.52;16075.35
33.52;16075.35
33.52;16075.35
33.52;16059.36
33.52;16059.36
33.52;16043.36
33.52;16043.36
33.52;16043.36
33.52;16043.36
33.52;16043.36
33.58;16043.36
33.58;16043.36
33.58;16027.37
33.58;16027.37
33.58;16043.36
33.58;16043.36
33.58;16059.36
33.58;16059.36
33.58;16059.36
33.58;16059.36
33.58;16059.36
33.58;16059.36
33.58;16059.36
33.58;16059.36
33.64;16059.36
33.64;16043.36
33.64;16059.36
33.64;16043.36
33.64;16059.36
33.64;16043.36
33.64;16059.36
33.64;16059.36
33.64;16059.36
33.64;16059.36
33.64;16075.35
33.64;16059.36
33.64;16059.36
33.69;16059.36
33.69;16059.36
33.69;16043.36
33.69;16059.36
33.69;16043.36
33.69;16043.36
33.69;16043.36
33.69;16059.36
33.69;16043.36
33.69;16075.35
33.75;16059.36
33.75;16075.35
33.75;16075.35
33.75;16075.35
33.75;16059.36
33.75;16059.36
33.75;16043.36
33.75;16059.36
33.75;16027.37
33.75;16043.36
33.75;16027.37
33.75;16027.37
33.75;16043.36
33.75;16059.36
33.75;16075.35
33.8;16027.37
33.8;16043.36
33.8;16027.37
33.8;16043.36
33.8;16059.36
33.8;16059.36
33.8;16075.35
33.8;16075.35
33.8;16075.35
33.8;16075.35
33.8;16091.35
33.86;16075.35
33.86;16075.35
33.86;16075.35
33.86;16075.35
33.86;16075.35
33.86;16075.35
33.86;16059.36
33.86;16075.35
33.86;16059.36
33.86;16059.36
33.86;16043.36
33.86;16059.36
33.86;16059.36
33.86;16059.36
33.92;16043.36
33.92;16075.35
33.92;16059.36
33.92;16075.35
33.92;16059.36
33.92;16059.36
33.92;16059.36
33.92;16059.36
33.92;16059.36
33.92;16075.35
33.97;16075.35
33.97;16091.35
33.97;16075.35
33.97;16091.35
33.97;16075.35
33.97;16091.35
33.97;16075.35
33.97;16075.35
33.97;16075.35
33.97;16075.35
33.97;16059.36
33.97;16059.36
33.97;16043.36
33.97;16059.36
33.97;16059.36
34.03;16059.36
34.03;16059.36
34.03;16075.35
34.03;16059.36
34.03;16075.35
34.03;16059.36
34.03;16075.35
34.03;16075.35
34.03;16075.35
34.03;16059.36
34.03;16075.35
34.08;16075.35
34.08;16091.35
34.08;16075.35
34.08;16091.35
34.08;16075.35
34.08;16075.35
34.08;16059.36
34.08;16075.35
34.08;16059.36
34.08;16059.36
34.08;16075.35
34.08;16075.35
34.14;16075.35
34.14;16075.35
34.14;16059.36
34.14;16075.35
34.14;16059.36
34.14;16075.35
34.14;16075.35
34.14;16091.35
34.14;16075.35
34.14;16091.35
34.14;16091.35
34.14;16091.35
34.14;16091.35
34.2;16091.35
34.2;16075.35
34.2;16091.35
34.2;16075.35
34.2;16075.35
34.2;16059.36
34.2;16075.35
34.2;16059.36
34.2;16059.36
34.25;16043.36
34.25;16059.36
34.25;16043.36
34.25;16059.36
34.25;16059.36
34.25;16075.35
34.25;16059.36
34.25;16075.35
34.25;16075.35
34.25;16091.35
34.25;16075.35
34.25;16091.35
34.31;16075.35
34.31;16091.35
34.31;16075.35
34.31;16091.35
34.31;16091.35
34.31;16091.35
34.31;16091.35
34.31;16107.34
34.31;16091.35
34.31;16091.35
34.31;16091.35
34.31;16091.35
34.31;16075.35
34.31;16091.35
34.31;16075.35
34.31;16091.35
34.37;16075.35
34.37;16091.35
34.37;16075.35
34.37;16075.35
34.37;16059.36
34.37;16075.35
34.37;16075.35
34.37;16075.35
34.37;16075.35
34.37;16091.35
34.37;16091.35
34.42;16075.35
34.42;16091.35
34.42;16107.34
34.42;16091.35
34.42;16091.35
34.42;16091.35
34.42;16091.35
34.42;16075.35
34.42;16091.35
34.42;16075.35
34.42;16059.36
34.42;16075.35
34.42;16075.35
34.42;16091.35
34.48;16075.35
34.48;16059.36
34.48;16075.35
34.48;16075.35
34.48;16091.35
34.48;16091.35
34.48;16107.34
34.48;16091.35
34.48;16107.34
34.48;16091.35
34.48;16107.34
34.48;16107.34
34.53;16091.35
34.53;16091.35
34.53;16107.34
34.53;16091.35
34.53;16091.35
34.53;16075.35
34.53;16091.35
34.53;16075.35
34.53;16091.35
34.53;16091.35
34.59;16091.35
34.59;16091.35
34.59;16091.35
34.59;16075.35
34.59;16091.35
34.59;16075.35
34.59;16075.35
34.59;16059.36
34.59;16075.35
34.59;16075.35
34.59;16091.35
34.59;16091.35
34.59;16107.34
34.59;16091.35
34.59;16107.34
34.59;16107.34
34.59;16123.34
34.65;16107.34
34.65;16123.34
34.65;16107.34
34.65;16107.34
34.65;16091.35
34.65;16091.35
34.65;16075.35
34.65;16091.35
34.65;16075.35
34.65;16075.35
34.65;16075.35
34.7;16059.36
34.7;16075.35
34.7;16091.35
34.7;16091.35
34.7;16091.35
34.7;16091.35
34.7;16107.34
34.7;16107.34
34.7;16091.35
34.76;16091.35
34.76;16107.34
34.76;16091.35
34.76;16107.34
